path,wa,channel,datetime,time,date,test
../../tamago_data/2020-12-01/2020-12-01+12-25-26_0.wav,90029,0,2020-12-01 12:25:26,12-25-26,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-25-26_4.wav,79629,4,2020-12-01 12:25:26,12-25-26,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-25-26_5.wav,76335,5,2020-12-01 12:25:26,12-25-26,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-25-26_1.wav,98966,1,2020-12-01 12:25:26,12-25-26,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-25-26_6.wav,75320,6,2020-12-01 12:25:26,12-25-26,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-27-00_2.wav,98653,2,2020-12-01 12:27:00,12-27-00,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-27-00_5.wav,76691,5,2020-12-01 12:27:00,12-27-00,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-27-00_1.wav,98852,1,2020-12-01 12:27:00,12-27-00,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-27-00_6.wav,75228,6,2020-12-01 12:27:00,12-27-00,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-27-00_0.wav,90273,0,2020-12-01 12:27:00,12-27-00,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-27-00_7.wav,87475,7,2020-12-01 12:27:00,12-27-00,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-27-00_4.wav,80486,4,2020-12-01 12:27:00,12-27-00,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-27-00_3.wav,94481,3,2020-12-01 12:27:00,12-27-00,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-28-33_2.wav,98282,2,2020-12-01 12:28:33,12-28-33,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-28-33_6.wav,75499,6,2020-12-01 12:28:33,12-28-33,2020/12/01,
